ID,Start time,Completion time,Last modified time,Do you agree with the terms and conditions?,Year Level,Institute,Degree Program - IABF - Manila,Degree Program - IARFA,Degree Program - IAS,Degree Program - IE,Degree Program - IHSN,Degree Program - ITHM,Degree Program - FEU Makati,Are you currently a working student?,Are you currently taking Wellness and Recreation Program (WRP) this 1st Semester?,What is your WRP curriculum?,Were you able to secure a slot that is convenient for your time?,What are the reasons that your slot is inconvenient for you?,"What schedule of WRP should be opened with more slots? 

(Select at most 3.)
",There should be a walk-in session (Community Dance Fitness) in the afternoon.,The one fixed booking per week is not enough for me to comply with the minimum-hour requirement.,The WRP booking system is accessible.,Walk-in sessions are more reliable than scheduling an appointment through Power Apps.,"There are enough WRP considerations offered for students with disabilities (physical, mental, etc.)",The WRP time slot I enrolled does not reflect on the student central.,The new policies and guidelines of WRP for the Academic Year 2023-2024 consider the welfare of the students from all year levels.,"On a scale of 1 to 10, how satisfied are you with the overall procedures and new system of the Wellness and Recreation Program?","Please put any other concerns, suggestions, and recommendations you may have in relation to the new guidelines released about the Wellness and Recreation Program that is not stated in this survey."
731,8/16/23 23:59:15,8/17/23 0:03:07,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Science in Biology (Medical Biology Track),,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Monday 1:30 PM - 3:00 PM ;Tuesday 1:30 PM - 3:00 PM;Wednesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,1,"Please remove or lessen the required hours for 3rd, 4th, and 5th year students for less workload given that we are now occupied with heavy requirements"
732,8/17/23 0:02:09,8/17/23 0:04:21,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Wednesday 6:00 PM - 7:30 PM;Saturday 6:00 PM - 7:30 PM;Wednesday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,3,Please kindly bring back the old WRP
733,8/16/23 23:57:56,8/17/23 0:04:25,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;Slow internet inside the campus;,Thursday 1:30 PM - 3:00 PM;Wednesday 12:00 PM - 1:30 PM;Friday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,1,"• WRP should change the “fixed schedule” system. •This course should remove in the 3rd, 4th and 5th year level.
•Provide enough number of activities inside the campus, enough number of slots.
• The hours should be reduce. It should 10 hours"
734,8/17/23 0:01:59,8/17/23 0:04:48,,Yes,4th Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Marketing Management Track),,,,,,,No,Yes,2018 curriculum (WRP01XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;Limited Slots of Other Schedules;,Saturday 3:00 PM - 4:30 PM;Saturday 6:00 PM - 7:30 PM;Saturday 4:30 PM - 6:00 PM;,Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,Allow walk-ins in selected wrp activities. The main purpose of the booking policy is to enable students to book the activity of their choice. There is no 100% confirmation whether the activity we would like is available on the scheduled time.
735,8/17/23 0:03:55,8/17/23 0:05:35,,Yes,2nd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Thursday 4:30 PM - 6:00 PM;Thursday 3:00 PM - 4:30 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,The old system of Wrp is better just add more activities and slots
736,8/17/23 0:01:25,8/17/23 0:05:40,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Tuesday 1:30 PM - 3:00 PM;Tuesday 3:00 PM - 4:30 PM;Friday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,1,"The fixed scheduling does not help students at all. It only adds anxiety to the students’ well being. If this fixed scheduling will push through, it should be 3 times a week like before."
737,8/17/23 0:00:12,8/17/23 0:05:50,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,Employed (Part-time),Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Tuesday 3:00 PM - 4:30 PM;Wednesday 4:30 PM - 6:00 PM;Friday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,1,Remove wrp session for 3rd to 4th year since it’s not helping the students’ wellness hence it’s giving stressful academic years.
738,8/16/23 23:57:06,8/17/23 0:06:20,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2018 curriculum (WRP01XX),Yes,,Tuesday 4:30 PM - 6:00 PM;Thursday 6:00 PM - 7:30 PM;Wednesday 6:00 PM - 7:30 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,2,"In the case of one booking per week, then please open more walk in sessions catering both morning and afternoon. Furthermore, please consider walk in sessions not only CDF but also in board games or other sessions for those who can’t do physical activities. "
739,8/17/23 0:01:33,8/17/23 0:06:23,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Political Science (Philippine Politics and Foreign Relations Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;Limited Slots of Other Schedules;,Monday 3:00 PM - 4:30 PM;Thursday 3:00 PM - 4:30 PM;Wednesday 9:00 AM - 10:30 AM;,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,1,It is better to lessen the required hours and bring back the old system just like previous semester. 
740,8/17/23 0:04:16,8/17/23 0:06:38,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in International Studies (International Development and Cooperation Track),,,,,Employed (Part-time),Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Limited Slots of Other Schedules;,Tuesday 12:00 PM - 1:30 PM;Wednesday 12:00 PM - 1:30 PM;Friday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,1,Stop offering WRP to 3rd years and up! 
741,8/17/23 0:03:58,8/17/23 0:06:45,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Conflicting Schedule;Limited Slots of Other Schedules;,Monday 1:30 PM - 3:00 PM ;Wednesday 10:30 AM - 12:00 PM;Wednesday 12:00 PM - 1:30 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,1,Please listen to the pleas of students. 
742,8/17/23 0:03:36,8/17/23 0:06:57,,Yes,3rd Year,Institute of Architecture and Fine Arts,,Bachelor of Fine Arts Major in Visual Communication,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Wednesday 12:00 PM - 1:30 PM;Tuesday 12:00 PM - 1:30 PM;Monday 3:00 PM - 4:30 PM;,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,1,Information regarding wrp especially the new policy was only shared when the start of classes started which is not fair as students were not properly briefed and prepared for the (always) changing policy of wrp.
743,8/17/23 0:03:12,8/17/23 0:07:07,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Saturday 3:00 PM - 4:30 PM;Thursday 4:30 PM - 6:00 PM;Friday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,4,It is good that we can do the appointment by section however it is hard to complete the required hours if it will be once a week only. Not all students can comply or voluntarily do Zumba everyday. 
744,8/17/23 0:01:30,8/17/23 0:07:26,,Yes,3rd Year,Institute of Tourism and Hotel Management,,,,,,Bachelor of Science in Tourism Management (Travel and Tours Management Track),,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 12:00 PM - 1:30 PM;Thursday 12:00 PM - 1:30 PM;Friday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,1,WRP must be removed from 3rd-5th year
745,8/17/23 0:04:41,8/17/23 0:08:36,,Yes,4th Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2018 curriculum (WRP01XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Wednesday 3:00 PM - 4:30 PM;Wednesday 4:30 PM - 6:00 PM;Wednesday 6:00 PM - 7:30 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,1,Bring back the old policy. The new policy isn't helping at all
746,8/17/23 0:05:11,8/17/23 0:08:49,,Yes,2nd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Medical Technology,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;Conflicting Schedule;,Monday 9:00 AM - 10:30 AM;Wednesday 7:30 AM - 9:00 AM;Friday 9:00 AM - 10:30 AM;,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,1,Afternoon session will be good options for us because some of student’s need to travel 4:00 am in the morning just to get that 1.5 hrs there should be morning and afternoon sessions 
747,8/17/23 0:09:10,8/17/23 0:10:09,,Yes,3rd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Internal Auditing,,,,,,,Employed (Part-time),Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Friday 4:30 PM - 6:00 PM;Tuesday 1:30 PM - 3:00 PM;Friday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,1,Just do better or Removed WRP especially for the 3rd yr and 4th yr
748,8/17/23 0:04:14,8/17/23 0:10:41,,Yes,3rd Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Monday 3:00 PM - 4:30 PM;Tuesday 4:30 PM - 6:00 PM;Saturday 6:00 PM - 7:30 PM;,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,1,Ang hassle po na one time lang allowed mag book ng class then pwede yung cdf na walk in kasi po Mostly sa mga nursing students is may mga 7:30 am class hanggang 7:30 pm and ang vacant po is mga bandang lunch and afternoon and suggestion ko lang po na if yung alloted time na pwede mag book na ang reflect sa student central yung sundin pwede po yun para hindi nag crash yung powerapps pero 3 wrp class pa rin ang allowed na i-book. Regarding sa absences pwede po kaya na may cancel sa powerapps kasi may iba na tense or nag crash kaya iba-iba ang napipindot. Sana bago po nagbaba ng new system ang WRP department sana nag ask sila sa mga students kasi grabr ang hassle ng WRP sa mga higher year level na nag earn ng hours sa internship.
749,8/17/23 0:07:11,8/17/23 0:11:06,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Science in Biology (Medical Biology Track),,,,,No,Yes,2021 curriculum (WRP02XX),No,Conflicting Schedule;Lack of Information (Unclear Guidelines/Instructions);,Monday 1:30 PM - 3:00 PM ;Tuesday 3:00 PM - 4:30 PM;Wednesday 4:30 PM - 6:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,1,"PLEASE, AS A THIRD YEAR STUDENT I hope na matanggal na yung wrp kasi naka focus na talaga ang juniors and seniors sa mga majors. Kaliwa’t kanan ang quiz, assessments, papers, and wala na kaming time para mag sideline pa para sumayaw. Wrp department please hear our concerns."
750,8/17/23 0:06:40,8/17/23 0:11:23,,Yes,1st Year,Institute of Health Sciences and Nursing,,,,,Bachelor of Science in Nursing,,,No,Yes,2021 curriculum (WRP02XX),Yes,,Wednesday 3:00 PM - 4:30 PM;Wednesday 4:30 PM - 6:00 PM;Tuesday 1:30 PM - 3:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,4,let the student book a session where they feel mo comfortable and also please make a cdf on the afternoon for the students coming from their provinces.
751,8/17/23 0:05:20,8/17/23 0:11:57,,Yes,2nd Year,Institute of Arts and Sciences,,,Bachelor of Science in Psychology,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Tuesday 9:00 AM - 10:30 AM;Wednesday 10:30 AM - 12:00 PM;Friday 9:00 AM - 10:30 AM;,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,3,WRP should lower the required hours for students to pass if they will keep the new booking system or better if they lower the required hours and allow students to book 3 WRP sessions per week. Thank you.
752,8/16/23 23:49:44,8/17/23 0:12:15,,Yes,3rd Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Digital Cinema Track),,,,,Employed (Part-time),Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);Limited Slots of Other Schedules;,Friday 1:30 PM - 3:00 PM;Monday 10:30 AM - 12:00 PM;Tuesday 10:30 AM - 12:00 PM;,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,1,"mas inconvenient ang fixed schedule lalo na isang session lang ang pwede i-book. it is not reliable for the overacting requirement of 20 hours. while cdf is recommended, it is still NOT an option for many of us who travels for 1-2 hours from our home to the university. it is not worth our time to do cdf by morning and wait till our next class since we also have other stuff to do outside of school. 

it is a waste of time and money, more importantly does not contribute to the overall wellness of the students.

wrp last sem personally was somehow manageable dahil hawak namin yung oras namin for being able to book 3x a week according to our availability. my friends and i were able to finish the required hours earlier and we didn't have to think about it on the remaining weeks of the sem. tho sana mas mababa pa nga ang required hours para sa higher years kung hindi man kaya maalis ito sa curriculum. thank you. "
753,8/17/23 0:08:44,8/17/23 0:12:42,,Yes,4th Year,Institute of Arts and Sciences,,,Bachelor of Arts in Communication (Convergent Media Track),,,,,No,Yes,2018 curriculum (WRP01XX),No,Limited Slots of Other Schedules;Conflicting Schedule;,Saturday 7:30 AM - 9:00 AM;Friday 7:30 AM - 9:00 AM;Thursday 7:30 AM - 9:00 AM;,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,1,none
754,8/16/23 23:47:07,8/17/23 0:12:43,,Yes,2nd Year,"Institute of Accounts, Business, and Finance (Manila)",Bachelor of Science in Business Administration (Economics and Law Track),,,,,,,No,Yes,2021 curriculum (WRP02XX),No,Lack of Information (Unclear Guidelines/Instructions);,Monday 7:30 AM - 9:00 AM ;Tuesday 7:30 AM - 9:00 AM;Wednesday 7:30 AM - 9:00 AM;,Strongly Agree,Strongly Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,4,"Although they have improved the app, it shows that it could handle a limited amount of data traffic, and simultaneous bookings would result in different errors. Considering there are thousands of students that had to book sessions weekly instead of passing the burden of students of booking a session once a week to lessen the data traffic. Why wouldn't the WRP department invest in a more efficient online booking system that could handle sufficient data traffic demand, which can accommodate multiple bookings? In effect, the majority of the student population enrolled in WRP can compromise with the required hours."
